Date,DrawNo,Time,Mark,Line,Suit
24/12/2011,10772,Morning,28,1,8 suit
24/12/2011,10773,Midday,28,1,8 suit
24/12/2011,10774,Evening,30,3,0s
26/12/2011,10775,Morning,20,2,0s
26/12/2011,10776,Midday,29,2,9 suit
26/12/2011,10777,Evening,3,3,3 suit
27/12/2011,10778,Morning,7,7,7 suit
27/12/2011,10779,Midday,11,2,1 suit
27/12/2011,10780,Evening,15,6,5 suit
28/12/2011,10781,Morning,5,5,5 suit
28/12/2011,10782,Midday,5,5,5 suit
28/12/2011,10783,Evening,29,2,9 suit
29/12/2011,10784,Morning,6,6,6 suit
29/12/2011,10785,Midday,17,8,7 suit
29/12/2011,10786,Evening,22,4,2 suit
30/12/2011,10787,Morning,26,8,6 suit
30/12/2011,10788,Midday,13,4,3 suit
30/12/2011,10789,Evening,18,9,8 suit
31/12/2011,10790,Morning,36,9,6 suit
31/12/2011,10791,Midday,1,1,1 suit
31/12/2011,10792,Evening,15,6,5 suit
02/01/2012,10793,Morning,14,5,4 suit
02/01/2012,10794,Midday,9,9,9 suit
02/01/2012,10795,Evening,1,1,1 suit
03/01/2012,10796,Morning,16,7,6 suit
03/01/2012,10797,Midday,5,5,5 suit
03/01/2012,10798,Evening,9,9,9 suit
04/01/2012,10799,Morning,24,6,4 suit
04/01/2012,10800,Midday,11,2,1 suit
04/01/2012,10801,Evening,10,1,0s
05/01/2012,10802,Morning,16,7,6 suit
05/01/2012,10803,Midday,33,6,3 suit
05/01/2012,10804,Evening,10,1,0s
06/01/2012,10805,Morning,36,9,6 suit
06/01/2012,10806,Midday,13,4,3 suit
06/01/2012,10807,Evening,19,1,9 suit
07/01/2012,10808,Morning,22,4,2 suit
07/01/2012,10809,Midday,5,5,5 suit
07/01/2012,10810,Evening,7,7,7 suit
09/01/2012,10811,Morning,35,8,5 suit
09/01/2012,10812,Midday,30,3,0s
09/01/2012,10813,Evening,3,3,3 suit
10/01/2012,10814,Morning,24,6,4 suit
10/01/2012,10815,Midday,1,1,1 suit
10/01/2012,10816,Evening,28,1,8 suit
11/01/2012,10817,Morning,4,4,4 suit
11/01/2012,10818,Midday,30,3,0s
11/01/2012,10819,Evening,5,5,5 suit
12/01/2012,10820,Morning,28,1,8 suit
12/01/2012,10821,Midday,1,1,1 suit
12/01/2012,10822,Evening,9,9,9 suit
13/01/2012,10823,Morning,18,9,8 suit
13/01/2012,10824,Midday,25,7,5 suit
13/01/2012,10825,Evening,16,7,6 suit
14/01/2012,10826,Morning,5,5,5 suit
14/01/2012,10827,Midday,2,2,2 suit
14/01/2012,10828,Evening,14,5,4 suit
16/01/2012,10829,Morning,29,2,9 suit
16/01/2012,10830,Midday,23,5,3 suit
16/01/2012,10831,Evening,19,1,9 suit
17/01/2012,10832,Morning,28,1,8 suit
17/01/2012,10833,Midday,22,4,2 suit
17/01/2012,10834,Evening,24,6,4 suit
18/01/2012,10835,Morning,17,8,7 suit
18/01/2012,10836,Midday,34,7,4 suit
18/01/2012,10837,Evening,23,5,3 suit
19/01/2012,10838,Morning,5,5,5 suit
19/01/2012,10839,Midday,10,1,0s
19/01/2012,10840,Evening,28,1,8 suit
20/01/2012,10841,Morning,21,3,1 suit
20/01/2012,10842,Midday,15,6,5 suit
20/01/2012,10843,Evening,32,5,2 suit
21/01/2012,10844,Morning,19,1,9 suit
21/01/2012,10845,Midday,20,2,0s
21/01/2012,10846,Evening,1,1,1 suit
23/01/2012,10847,Morning,33,6,3 suit
23/01/2012,10848,Midday,24,6,4 suit
23/01/2012,10849,Evening,33,6,3 suit
24/01/2012,10850,Morning,25,7,5 suit
24/01/2012,10851,Midday,21,3,1 suit
24/01/2012,10852,Evening,1,1,1 suit
25/01/2012,10853,Morning,22,4,2 suit
25/01/2012,10854,Midday,17,8,7 suit
25/01/2012,10855,Evening,11,2,1 suit
26/01/2012,10856,Morning,11,2,1 suit
26/01/2012,10857,Midday,18,9,8 suit
26/01/2012,10858,Evening,36,9,6 suit
27/01/2012,10859,Morning,8,8,8 suit
27/01/2012,10860,Midday,30,3,0s
27/01/2012,10861,Evening,8,8,8 suit
28/01/2012,10862,Morning,15,6,5 suit
28/01/2012,10863,Midday,13,4,3 suit
28/01/2012,10864,Evening,21,3,1 suit
30/01/2012,10865,Morning,11,2,1 suit
30/01/2012,10866,Midday,5,5,5 suit
30/01/2012,10867,Evening,4,4,4 suit
31/01/2012,10868,Morning,14,5,4 suit
31/01/2012,10869,Midday,12,3,2 suit
31/01/2012,10870,Evening,17,8,7 suit
01/02/2012,10871,Morning,22,4,2 suit
01/02/2012,10872,Midday,27,9,7 suit
01/02/2012,10873,Evening,17,8,7 suit
02/02/2012,10874,Morning,28,1,8 suit
02/02/2012,10875,Midday,5,5,5 suit
02/02/2012,10876,Evening,9,9,9 suit
03/02/2012,10877,Morning,33,6,3 suit
03/02/2012,10878,Midday,23,5,3 suit
03/02/2012,10879,Evening,30,3,0s
04/02/2012,10880,Morning,18,9,8 suit
04/02/2012,10881,Midday,25,7,5 suit
04/02/2012,10882,Evening,34,7,4 suit
06/02/2012,10883,Morning,15,6,5 suit
06/02/2012,10884,Midday,29,2,9 suit
06/02/2012,10885,Evening,9,9,9 suit
07/02/2012,10886,Morning,30,3,0s
07/02/2012,10887,Midday,6,6,6 suit
07/02/2012,10888,Evening,3,3,3 suit
08/02/2012,10889,Morning,30,3,0s
08/02/2012,10890,Midday,7,7,7 suit
08/02/2012,10891,Evening,15,6,5 suit
09/02/2012,10892,Morning,23,5,3 suit
09/02/2012,10893,Midday,33,6,3 suit
09/02/2012,10894,Evening,16,7,6 suit
10/02/2012,10895,Morning,31,4,1 suit
10/02/2012,10896,Midday,14,5,4 suit
10/02/2012,10897,Evening,33,6,3 suit
11/02/2012,10898,Morning,22,4,2 suit
11/02/2012,10899,Midday,25,7,5 suit
11/02/2012,10900,Evening,4,4,4 suit
13/02/2012,10901,Morning,3,3,3 suit
13/02/2012,10902,Midday,35,8,5 suit
13/02/2012,10903,Evening,16,7,6 suit
14/02/2012,10904,Morning,31,4,1 suit
14/02/2012,10905,Midday,25,7,5 suit
14/02/2012,10906,Evening,35,8,5 suit
15/02/2012,10907,Morning,7,7,7 suit
15/02/2012,10908,Midday,17,8,7 suit
15/02/2012,10909,Evening,3,3,3 suit
16/02/2012,10910,Morning,30,3,0s
16/02/2012,10911,Midday,9,9,9 suit
16/02/2012,10912,Evening,33,6,3 suit
17/02/2012,10913,Morning,30,3,0s
17/02/2012,10914,Midday,33,6,3 suit
17/02/2012,10915,Evening,27,9,7 suit
18/02/2012,10916,Morning,31,4,1 suit
18/02/2012,10917,Midday,28,1,8 suit
18/02/2012,10918,Evening,31,4,1 suit
20/02/2012,10919,Morning,18,9,8 suit
20/02/2012,10920,Midday,24,6,4 suit
20/02/2012,10921,Evening,8,8,8 suit
21/02/2012,10922,Morning,1,1,1 suit
21/02/2012,10923,Midday,18,9,8 suit
21/02/2012,10924,Evening,3,3,3 suit
22/02/2012,10925,Morning,34,7,4 suit
22/02/2012,10926,Midday,26,8,6 suit
22/02/2012,10927,Evening,14,5,4 suit
23/02/2012,10928,Morning,13,4,3 suit
23/02/2012,10929,Midday,1,1,1 suit
23/02/2012,10930,Evening,15,6,5 suit
24/02/2012,10931,Morning,32,5,2 suit
24/02/2012,10932,Midday,10,1,0s
24/02/2012,10933,Evening,24,6,4 suit
25/02/2012,10934,Morning,21,3,1 suit
25/02/2012,10935,Midday,8,8,8 suit
25/02/2012,10936,Evening,14,5,4 suit
27/02/2012,10937,Morning,21,3,1 suit
27/02/2012,10938,Midday,2,2,2 suit
27/02/2012,10939,Evening,16,7,6 suit
28/02/2012,10940,Morning,28,1,8 suit
28/02/2012,10941,Midday,3,3,3 suit
28/02/2012,10942,Evening,7,7,7 suit
29/02/2012,10943,Morning,27,9,7 suit
29/02/2012,10944,Midday,28,1,8 suit
29/02/2012,10945,Evening,13,4,3 suit
01/03/2012,10946,Morning,2,2,2 suit
01/03/2012,10947,Midday,23,5,3 suit
01/03/2012,10948,Evening,2,2,2 suit
02/03/2012,10949,Morning,20,2,0s
02/03/2012,10950,Midday,21,3,1 suit
02/03/2012,10951,Evening,17,8,7 suit
03/03/2012,10952,Morning,29,2,9 suit
03/03/2012,10953,Midday,2,2,2 suit
03/03/2012,10954,Evening,32,5,2 suit
05/03/2012,10955,Morning,9,9,9 suit
05/03/2012,10956,Midday,6,6,6 suit
05/03/2012,10957,Evening,22,4,2 suit
06/03/2012,10958,Morning,34,7,4 suit
06/03/2012,10959,Midday,9,9,9 suit
06/03/2012,10960,Evening,3,3,3 suit
07/03/2012,10961,Morning,14,5,4 suit
07/03/2012,10962,Midday,25,7,5 suit
07/03/2012,10963,Evening,7,7,7 suit
08/03/2012,10964,Morning,3,3,3 suit
08/03/2012,10965,Midday,19,1,9 suit
08/03/2012,10966,Evening,20,2,0s
09/03/2012,10967,Morning,6,6,6 suit
09/03/2012,10968,Midday,15,6,5 suit
09/03/2012,10969,Evening,1,1,1 suit
10/03/2012,10970,Morning,20,2,0s
10/03/2012,10971,Midday,28,1,8 suit
10/03/2012,10972,Evening,14,5,4 suit
12/03/2012,10973,Morning,30,3,0s
12/03/2012,10974,Midday,12,3,2 suit
12/03/2012,10975,Evening,23,5,3 suit
13/03/2012,10976,Morning,2,2,2 suit
13/03/2012,10977,Midday,27,9,7 suit
13/03/2012,10978,Evening,4,4,4 suit
14/03/2012,10979,Morning,23,5,3 suit
14/03/2012,10980,Midday,9,9,9 suit
14/03/2012,10981,Evening,23,5,3 suit
15/03/2012,10982,Morning,7,7,7 suit
15/03/2012,10983,Midday,6,6,6 suit
15/03/2012,10984,Evening,16,7,6 suit
16/03/2012,10985,Morning,36,9,6 suit
16/03/2012,10986,Midday,27,9,7 suit
16/03/2012,10987,Evening,34,7,4 suit
17/03/2012,10988,Morning,34,7,4 suit
17/03/2012,10989,Midday,8,8,8 suit
17/03/2012,10990,Evening,13,4,3 suit
19/03/2012,10991,Morning,2,2,2 suit
19/03/2012,10992,Midday,29,2,9 suit
19/03/2012,10993,Evening,34,7,4 suit
20/03/2012,10994,Morning,19,1,9 suit
20/03/2012,10995,Midday,24,6,4 suit
20/03/2012,10996,Evening,12,3,2 suit
21/03/2012,10997,Morning,15,6,5 suit
21/03/2012,10998,Midday,22,4,2 suit
21/03/2012,10999,Evening,32,5,2 suit
22/03/2012,11000,Morning,34,7,4 suit
22/03/2012,11001,Midday,35,8,5 suit
22/03/2012,11002,Evening,11,2,1 suit
23/03/2012,11003,Morning,24,6,4 suit
23/03/2012,11004,Midday,6,6,6 suit
23/03/2012,11005,Evening,35,8,5 suit
24/03/2012,11006,Morning,18,9,8 suit
24/03/2012,11007,Midday,17,8,7 suit
24/03/2012,11008,Evening,11,2,1 suit
26/03/2012,11009,Morning,19,1,9 suit
26/03/2012,11010,Midday,4,4,4 suit
26/03/2012,11011,Evening,36,9,6 suit
27/03/2012,11012,Morning,2,2,2 suit
27/03/2012,11013,Midday,25,7,5 suit
27/03/2012,11014,Evening,31,4,1 suit
28/03/2012,11015,Morning,34,7,4 suit
28/03/2012,11016,Midday,28,1,8 suit
28/03/2012,11017,Evening,27,9,7 suit
29/03/2012,11018,Morning,20,2,0s
29/03/2012,11019,Midday,13,4,3 suit
29/03/2012,11020,Evening,15,6,5 suit
31/03/2012,11021,Morning,8,8,8 suit
31/03/2012,11022,Midday,31,4,1 suit
31/03/2012,11023,Evening,2,2,2 suit
02/04/2012,11024,Morning,20,2,0s
02/04/2012,11025,Midday,26,8,6 suit
02/04/2012,11026,Evening,12,3,2 suit
03/04/2012,11027,Morning,1,1,1 suit
03/04/2012,11028,Midday,2,2,2 suit
03/04/2012,11029,Evening,7,7,7 suit
04/04/2012,11030,Morning,7,7,7 suit
04/04/2012,11031,Midday,32,5,2 suit
04/04/2012,11032,Evening,2,2,2 suit
05/04/2012,11033,Morning,35,8,5 suit
05/04/2012,11034,Midday,26,8,6 suit
05/04/2012,11035,Evening,14,5,4 suit
07/04/2012,11036,Morning,13,4,3 suit
07/04/2012,11037,Midday,30,3,0s
07/04/2012,11038,Evening,29,2,9 suit
09/04/2012,11039,Morning,22,4,2 suit
09/04/2012,11040,Midday,31,4,1 suit
09/04/2012,11041,Evening,23,5,3 suit
10/04/2012,11042,Morning,12,3,2 suit
10/04/2012,11043,Midday,22,4,2 suit
10/04/2012,11044,Evening,22,4,2 suit
11/04/2012,11045,Morning,10,1,0s
11/04/2012,11046,Midday,2,2,2 suit
11/04/2012,11047,Evening,29,2,9 suit
12/04/2012,11048,Morning,16,7,6 suit
12/04/2012,11049,Midday,7,7,7 suit
12/04/2012,11050,Evening,17,8,7 suit
13/04/2012,11051,Morning,22,4,2 suit
13/04/2012,11052,Midday,29,2,9 suit
13/04/2012,11053,Evening,1,1,1 suit
14/04/2012,11054,Morning,26,8,6 suit
14/04/2012,11055,Midday,7,7,7 suit
14/04/2012,11056,Evening,10,1,0s
16/04/2012,11057,Morning,12,3,2 suit
16/04/2012,11058,Midday,22,4,2 suit
16/04/2012,11059,Evening,36,9,6 suit
17/04/2012,11060,Morning,17,8,7 suit
17/04/2012,11061,Midday,11,2,1 suit
17/04/2012,11062,Evening,32,5,2 suit
18/04/2012,11063,Morning,16,7,6 suit
18/04/2012,11064,Midday,6,6,6 suit
18/04/2012,11065,Evening,18,9,8 suit
19/04/2012,11066,Morning,18,9,8 suit
19/04/2012,11067,Midday,3,3,3 suit
19/04/2012,11068,Evening,10,1,0s
20/04/2012,11069,Morning,33,6,3 suit
20/04/2012,11070,Midday,16,7,6 suit
20/04/2012,11071,Evening,34,7,4 suit
21/04/2012,11072,Morning,28,1,8 suit
21/04/2012,11073,Midday,10,1,0s
21/04/2012,11074,Evening,11,2,1 suit
23/04/2012,11075,Morning,8,8,8 suit
23/04/2012,11076,Midday,12,3,2 suit
23/04/2012,11077,Evening,1,1,1 suit
24/04/2012,11078,Morning,23,5,3 suit
24/04/2012,11079,Midday,25,7,5 suit
24/04/2012,11080,Evening,20,2,0s
25/04/2012,11081,Morning,15,6,5 suit
25/04/2012,11082,Midday,27,9,7 suit
25/04/2012,11083,Evening,20,2,0s
26/04/2012,11084,Morning,6,6,6 suit
26/04/2012,11085,Midday,8,8,8 suit
26/04/2012,11086,Evening,35,8,5 suit
27/04/2012,11087,Morning,30,3,0s
27/04/2012,11088,Midday,2,2,2 suit
27/04/2012,11089,Evening,9,9,9 suit
28/04/2012,11090,Morning,17,8,7 suit
28/04/2012,11091,Midday,25,7,5 suit
28/04/2012,11092,Evening,6,6,6 suit
30/04/2012,11093,Morning,7,7,7 suit
30/04/2012,11094,Midday,17,8,7 suit
30/04/2012,11095,Evening,1,1,1 suit
01/05/2012,11096,Morning,7,7,7 suit
01/05/2012,11097,Midday,14,5,4 suit
01/05/2012,11098,Evening,30,3,0s
02/05/2012,11099,Morning,2,2,2 suit
02/05/2012,11100,Midday,14,5,4 suit
02/05/2012,11101,Evening,21,3,1 suit
03/05/2012,11102,Morning,20,2,0s
03/05/2012,11103,Midday,33,6,3 suit
03/05/2012,11104,Evening,28,1,8 suit
04/05/2012,11105,Morning,21,3,1 suit
04/05/2012,11106,Midday,28,1,8 suit
04/05/2012,11107,Evening,26,8,6 suit
05/05/2012,11108,Morning,14,5,4 suit
05/05/2012,11109,Midday,10,1,0s
05/05/2012,11110,Evening,13,4,3 suit
07/05/2012,11111,Morning,25,7,5 suit
07/05/2012,11112,Midday,31,4,1 suit
07/05/2012,11113,Evening,24,6,4 suit
08/05/2012,11114,Morning,32,5,2 suit
08/05/2012,11115,Midday,5,5,5 suit
08/05/2012,11116,Evening,30,3,0s
09/05/2012,11117,Morning,25,7,5 suit
09/05/2012,11118,Midday,33,6,3 suit
09/05/2012,11119,Evening,6,6,6 suit
10/05/2012,11120,Morning,12,3,2 suit
10/05/2012,11121,Midday,35,8,5 suit
10/05/2012,11122,Evening,31,4,1 suit
11/05/2012,11123,Morning,36,9,6 suit
11/05/2012,11124,Midday,7,7,7 suit
11/05/2012,11125,Evening,4,4,4 suit
12/05/2012,11126,Morning,36,9,6 suit
12/05/2012,11127,Midday,6,6,6 suit
12/05/2012,11128,Evening,2,2,2 suit
14/05/2012,11129,Morning,14,5,4 suit
14/05/2012,11130,Midday,9,9,9 suit
14/05/2012,11131,Evening,20,2,0s
15/05/2012,11132,Morning,26,8,6 suit
15/05/2012,11133,Midday,15,6,5 suit
15/05/2012,11134,Evening,23,5,3 suit
16/05/2012,11135,Morning,16,7,6 suit
16/05/2012,11136,Midday,5,5,5 suit
16/05/2012,11137,Evening,20,2,0s
17/05/2012,11138,Morning,20,2,0s
17/05/2012,11139,Midday,14,5,4 suit
17/05/2012,11140,Evening,7,7,7 suit
18/05/2012,11141,Morning,26,8,6 suit
18/05/2012,11142,Midday,2,2,2 suit
18/05/2012,11143,Evening,17,8,7 suit
19/05/2012,11144,Morning,9,9,9 suit
19/05/2012,11145,Midday,10,1,0s
19/05/2012,11146,Evening,30,3,0s
21/05/2012,11147,Morning,13,4,3 suit
21/05/2012,11148,Midday,34,7,4 suit
21/05/2012,11149,Evening,18,9,8 suit
22/05/2012,11150,Morning,14,5,4 suit
22/05/2012,11151,Midday,18,9,8 suit
22/05/2012,11152,Evening,12,3,2 suit
23/05/2012,11153,Morning,2,2,2 suit
23/05/2012,11154,Midday,27,9,7 suit
23/05/2012,11155,Evening,8,8,8 suit
24/05/2012,11156,Morning,4,4,4 suit
24/05/2012,11157,Midday,11,2,1 suit
24/05/2012,11158,Evening,18,9,8 suit
25/05/2012,11159,Morning,11,2,1 suit
25/05/2012,11160,Midday,3,3,3 suit
25/05/2012,11161,Evening,8,8,8 suit
26/05/2012,11162,Morning,13,4,3 suit
26/05/2012,11163,Midday,3,3,3 suit
28/05/2012,11165,Morning,34,7,4 suit
28/05/2012,11166,Midday,14,5,4 suit
28/05/2012,11167,Evening,6,6,6 suit
29/05/2012,11168,Morning,16,7,6 suit
29/05/2012,11169,Midday,33,6,3 suit
29/05/2012,11170,Evening,29,2,9 suit
30/05/2012,11171,Morning,26,8,6 suit
30/05/2012,11172,Midday,3,3,3 suit
30/05/2012,11173,Evening,32,5,2 suit
31/05/2012,11174,Morning,2,2,2 suit
31/05/2012,11175,Midday,19,1,9 suit
31/05/2012,11176,Evening,17,8,7 suit
01/06/2012,11177,Morning,28,1,8 suit
01/06/2012,11178,Midday,26,8,6 suit
01/06/2012,11179,Evening,26,8,6 suit
02/06/2012,11180,Morning,31,4,1 suit
02/06/2012,11181,Midday,21,3,1 suit
02/06/2012,11182,Evening,26,8,6 suit
04/06/2012,11183,Morning,19,1,9 suit
04/06/2012,11184,Midday,8,8,8 suit
04/06/2012,11185,Evening,3,3,3 suit
05/06/2012,11186,Morning,4,4,4 suit
05/06/2012,11187,Midday,31,4,1 suit
05/06/2012,11188,Evening,1,1,1 suit
06/06/2012,11189,Morning,18,9,8 suit
06/06/2012,11190,Midday,18,9,8 suit
06/06/2012,11191,Evening,18,9,8 suit
08/06/2012,11192,Morning,7,7,7 suit
08/06/2012,11193,Midday,10,1,0s
08/06/2012,11194,Evening,14,5,4 suit
09/06/2012,11195,Morning,6,6,6 suit
09/06/2012,11196,Midday,35,8,5 suit
09/06/2012,11197,Evening,26,8,6 suit
11/06/2012,11198,Morning,20,2,0s
11/06/2012,11199,Midday,16,7,6 suit
11/06/2012,11200,Evening,19,1,9 suit
12/06/2012,11201,Morning,19,1,9 suit
12/06/2012,11202,Midday,12,3,2 suit
12/06/2012,11203,Evening,32,5,2 suit
13/06/2012,11204,Morning,1,1,1 suit
13/06/2012,11205,Midday,4,4,4 suit
13/06/2012,11206,Evening,5,5,5 suit
14/06/2012,11207,Morning,27,9,7 suit
14/06/2012,11208,Midday,7,7,7 suit
14/06/2012,11209,Evening,32,5,2 suit
15/06/2012,11210,Morning,5,5,5 suit
15/06/2012,11211,Midday,3,3,3 suit
15/06/2012,11212,Evening,32,5,2 suit
16/06/2012,11213,Morning,11,2,1 suit
16/06/2012,11214,Midday,4,4,4 suit
16/06/2012,11215,Evening,28,1,8 suit
18/06/2012,11216,Morning,5,5,5 suit
18/06/2012,11217,Midday,30,3,0s
18/06/2012,11218,Evening,31,4,1 suit
19/06/2012,11219,Morning,33,6,3 suit
19/06/2012,11220,Midday,2,2,2 suit
19/06/2012,11221,Evening,14,5,4 suit
20/06/2012,11222,Morning,4,4,4 suit
20/06/2012,11223,Midday,3,3,3 suit
20/06/2012,11224,Evening,13,4,3 suit
21/06/2012,11225,Morning,16,7,6 suit
21/06/2012,11226,Midday,29,2,9 suit
21/06/2012,11227,Evening,3,3,3 suit
22/06/2012,11228,Morning,13,4,3 suit
22/06/2012,11229,Midday,12,3,2 suit
22/06/2012,11230,Evening,33,6,3 suit
23/06/2012,11231,Morning,18,9,8 suit
23/06/2012,11232,Midday,17,8,7 suit
23/06/2012,11233,Evening,30,3,0s
25/06/2012,11234,Morning,27,9,7 suit
25/06/2012,11235,Midday,14,5,4 suit
25/06/2012,11236,Evening,20,2,0s
26/06/2012,11237,Morning,20,2,0s
26/06/2012,11238,Midday,17,8,7 suit
26/06/2012,11239,Evening,25,7,5 suit
27/06/2012,11240,Morning,25,7,5 suit
27/06/2012,11241,Midday,25,7,5 suit
27/06/2012,11242,Evening,34,7,4 suit
28/06/2012,11243,Morning,24,6,4 suit
28/06/2012,11244,Midday,11,2,1 suit
28/06/2012,11245,Evening,19,1,9 suit
29/06/2012,11246,Morning,16,7,6 suit
29/06/2012,11247,Midday,3,3,3 suit
29/06/2012,11248,Evening,34,7,4 suit
30/06/2012,11249,Morning,32,5,2 suit
30/06/2012,11250,Midday,24,6,4 suit
30/06/2012,11251,Evening,33,6,3 suit
02/07/2012,11252,Morning,25,7,5 suit
02/07/2012,11253,Midday,19,1,9 suit
02/07/2012,11254,Evening,19,1,9 suit
03/07/2012,11255,Morning,16,7,6 suit
03/07/2012,11256,Midday,12,3,2 suit
03/07/2012,11257,Evening,27,9,7 suit
04/07/2012,11258,Morning,17,8,7 suit
04/07/2012,11259,Midday,17,8,7 suit
04/07/2012,11260,Evening,19,1,9 suit
05/07/2012,11261,Morning,3,3,3 suit
05/07/2012,11262,Midday,1,1,1 suit
05/07/2012,11263,Evening,30,3,0s
06/07/2012,11264,Morning,20,2,0s
06/07/2012,11265,Midday,2,2,2 suit
06/07/2012,11266,Evening,1,1,1 suit
07/07/2012,11267,Morning,3,3,3 suit
07/07/2012,11268,Midday,27,9,7 suit
07/07/2012,11269,Evening,3,3,3 suit
09/07/2012,11270,Morning,27,9,7 suit
09/07/2012,11271,Midday,23,5,3 suit
09/07/2012,11272,Evening,21,3,1 suit
10/07/2012,11273,Morning,5,5,5 suit
10/07/2012,11274,Midday,25,7,5 suit
10/07/2012,11275,Evening,3,3,3 suit
11/07/2012,11276,Morning,26,8,6 suit
11/07/2012,11277,Midday,21,3,1 suit
11/07/2012,11278,Evening,31,4,1 suit
12/07/2012,11279,Morning,15,6,5 suit
12/07/2012,11280,Midday,12,3,2 suit
12/07/2012,11281,Evening,16,7,6 suit
13/07/2012,11282,Morning,8,8,8 suit
13/07/2012,11283,Midday,12,3,2 suit
13/07/2012,11284,Evening,14,5,4 suit
14/07/2012,11285,Morning,6,6,6 suit
14/07/2012,11286,Midday,22,4,2 suit
14/07/2012,11287,Evening,19,1,9 suit
16/07/2012,11288,Morning,17,8,7 suit
16/07/2012,11289,Midday,21,3,1 suit
16/07/2012,11290,Evening,26,8,6 suit
17/07/2012,11291,Morning,27,9,7 suit
17/07/2012,11292,Midday,8,8,8 suit
17/07/2012,11293,Evening,4,4,4 suit
18/07/2012,11294,Morning,2,2,2 suit
18/07/2012,11295,Midday,17,8,7 suit
18/07/2012,11296,Evening,34,7,4 suit
19/07/2012,11297,Morning,25,7,5 suit
19/07/2012,11298,Midday,5,5,5 suit
19/07/2012,11299,Evening,26,8,6 suit
20/07/2012,11300,Morning,8,8,8 suit
20/07/2012,11301,Midday,32,5,2 suit
20/07/2012,11302,Evening,36,9,6 suit
21/07/2012,11303,Morning,32,5,2 suit
21/07/2012,11304,Midday,12,3,2 suit
21/07/2012,11305,Evening,28,1,8 suit
23/07/2012,11306,Morning,6,6,6 suit
23/07/2012,11307,Midday,34,7,4 suit
23/07/2012,11308,Evening,17,8,7 suit
24/07/2012,11309,Morning,2,2,2 suit
24/07/2012,11310,Midday,19,1,9 suit
24/07/2012,11311,Evening,19,1,9 suit
25/07/2012,11312,Morning,18,9,8 suit
25/07/2012,11313,Midday,22,4,2 suit
25/07/2012,11314,Evening,16,7,6 suit
26/07/2012,11315,Morning,21,3,1 suit
26/07/2012,11316,Midday,10,1,0s
26/07/2012,11317,Evening,2,2,2 suit
27/07/2012,11318,Morning,5,5,5 suit
27/07/2012,11319,Midday,12,3,2 suit
27/07/2012,11320,Evening,14,5,4 suit
28/07/2012,11321,Morning,18,9,8 suit
28/07/2012,11322,Midday,32,5,2 suit
28/07/2012,11323,Evening,14,5,4 suit
30/07/2012,11324,Morning,31,4,1 suit
30/07/2012,11325,Midday,20,2,0s
30/07/2012,11326,Evening,2,2,2 suit
31/07/2012,11327,Morning,14,5,4 suit
31/07/2012,11328,Midday,33,6,3 suit
31/07/2012,11329,Evening,35,8,5 suit
01/08/2012,11330,Morning,9,9,9 suit
01/08/2012,11331,Midday,35,8,5 suit
01/08/2012,11332,Evening,6,6,6 suit
02/08/2012,11333,Morning,24,6,4 suit
02/08/2012,11334,Midday,30,3,0s
02/08/2012,11335,Evening,19,1,9 suit
03/08/2012,11336,Morning,6,6,6 suit
03/08/2012,11337,Midday,16,7,6 suit
03/08/2012,11338,Evening,15,6,5 suit
04/08/2012,11339,Morning,21,3,1 suit
04/08/2012,11340,Midday,28,1,8 suit
04/08/2012,11341,Evening,5,5,5 suit
06/08/2012,11342,Morning,22,4,2 suit
06/08/2012,11343,Midday,25,7,5 suit
06/08/2012,11344,Evening,18,9,8 suit
07/08/2012,11345,Morning,20,2,0s
07/08/2012,11346,Midday,21,3,1 suit
07/08/2012,11347,Evening,27,9,7 suit
08/08/2012,11348,Morning,6,6,6 suit
08/08/2012,11349,Midday,22,4,2 suit
08/08/2012,11350,Evening,25,7,5 suit
09/08/2012,11351,Morning,12,3,2 suit
09/08/2012,11352,Midday,20,2,0s
09/08/2012,11353,Evening,11,2,1 suit
10/08/2012,11354,Morning,15,6,5 suit
10/08/2012,11355,Midday,16,7,6 suit
10/08/2012,11356,Evening,4,4,4 suit
11/08/2012,11357,Morning,3,3,3 suit
11/08/2012,11358,Midday,26,8,6 suit
11/08/2012,11359,Evening,1,1,1 suit
13/08/2012,11360,Morning,2,2,2 suit
13/08/2012,11361,Midday,9,9,9 suit
13/08/2012,11362,Evening,31,4,1 suit
14/08/2012,11363,Morning,18,9,8 suit
14/08/2012,11364,Midday,31,4,1 suit
14/08/2012,11365,Evening,29,2,9 suit
15/08/2012,11366,Morning,21,3,1 suit
15/08/2012,11367,Midday,29,2,9 suit
15/08/2012,11368,Evening,8,8,8 suit
16/08/2012,11369,Morning,14,5,4 suit
16/08/2012,11370,Midday,25,7,5 suit
16/08/2012,11371,Evening,12,3,2 suit
17/08/2012,11372,Morning,22,4,2 suit
17/08/2012,11373,Midday,22,4,2 suit
17/08/2012,11374,Evening,3,3,3 suit
18/08/2012,11375,Morning,8,8,8 suit
18/08/2012,11376,Midday,7,7,7 suit
18/08/2012,11377,Evening,16,7,6 suit
20/08/2012,11378,Morning,36,9,6 suit
20/08/2012,11379,Midday,4,4,4 suit
20/08/2012,11380,Evening,20,2,0s
21/08/2012,11381,Morning,22,4,2 suit
21/08/2012,11382,Midday,12,3,2 suit
21/08/2012,11383,Evening,19,1,9 suit
22/08/2012,11384,Morning,17,8,7 suit
